Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Loan_Purpose,Origination_Date,Credit_Score,Interest_Rate,Loan_Term_Months,Monthly_Installment,Number_of_Active_Loans,Total_Debt,Debt_to_Income,Loan_to_Income,Previous_Defaults,Days_Past_Due,Payment_History_Ratio,Credit_Utilization,Collateral_Type,Default_Flag,Loan_Status
LOAN_06098,CUST_04244,Consumer,24749.02,Subscription,2025-03-19,634,6.52,36,758.76,1,54443.32,0.2291,0.6229,0,10,0.9944,0.0545,None,0,Grace Period
LOAN_06099,CUST_05783,Mortgage,91268.53,Second Home,2024-05-14,575,7.61,120,1088.62,1,127678.77,0.9339,6.5251,0,3,1.0,0.7238,Residential Property,0,Grace Period
LOAN_06100,CUST_07897,Personal,9847.89,Emergency Fund,2025-04-14,595,7.28,12,853.38,2,10680.04,0.6051,0.2909,0,6,0.9482,0.2286,Savings Account,1,Default
LOAN_06101,CUST_09818,Personal,8195.97,Emergency Fund,2024-10-27,502,10.32,60,175.43,2,17772.88,0.6462,1.2579,1,17,0.8569,0.4417,Fixed Deposit,0,Late (16-30 days)
LOAN_06102,CUST_07637,Consumer,18501.38,Travel Package,2023-09-17,579,7.91,6,3155.09,1,37571.92,0.9503,0.4644,0,3,1.0,0.0655,Electronics,0,Grace Period
LOAN_06103,CUST_05060,Mortgage,421697.09,Investment Property,2024-06-19,642,6.31,300,2797.47,3,744605.69,1.494,6.2558,0,2,0.9793,0.4887,Land,0,Grace Period
LOAN_06104,CUST_05479,Consumer,3758.49,Electronics Purchase,2024-09-16,533,10.02,18,225.76,1,6840.58,0.5494,0.7623,0,3,0.9664,0.492,Furniture,0,Grace Period
LOAN_06105,CUST_03025,Mortgage,27440.75,Home Construction,2025-02-01,585,7.77,300,207.63,2,50241.07,0.8028,4.4207,0,3,1.0,0.3954,Land,1,Default
LOAN_06106,CUST_04095,Personal,3597.65,Medical Expenses,2022-09-03,524,9.28,36,114.87,1,6591.56,0.1136,0.2965,0,29,0.8981,0.6184,Jewelry,0,Late (16-30 days)
LOAN_06107,CUST_08750,Auto,34451.79,Car Repair,2024-10-31,556,9.22,60,718.85,3,79739.79,0.7749,1.0316,2,44,0.7072,0.4626,Motorcycle,1,Late (31-90 days)
LOAN_06108,CUST_00959,Mortgage,50525.44,Second Home,2025-05-13,572,7.94,240,420.73,3,101107.17,0.6977,2.3275,0,0,0.9539,0.1272,Land,1,Default
LOAN_06109,CUST_06993,Mortgage,398673.58,Refinance,2024-11-29,652,6.76,300,2757.0,3,768478.9,1.5,7.9545,0,0,0.9774,0.1767,Commercial Property,0,Current
LOAN_06110,CUST_08425,Personal,4470.34,Medical Expenses,2024-08-22,516,9.2,24,204.64,2,5294.4,0.3733,0.3398,0,1,0.9921,0.7191,Jewelry,0,Grace Period
LOAN_06111,CUST_02791,Personal,1913.01,Home Improvement,2025-05-10,571,8.56,60,39.3,2,3084.83,0.1761,0.3571,2,60,0.6256,0.445,Savings Account,1,Late (31-90 days)
LOAN_06112,CUST_03253,Personal,21243.08,Other Personal,2022-03-11,623,6.99,60,420.54,1,51932.25,0.1558,0.6557,0,4,0.974,0.2097,None,0,Grace Period
LOAN_06113,CUST_00586,Mortgage,163385.54,Land Purchase,2023-08-12,515,10.1,300,1496.22,1,402662.23,0.6201,5.643,1,15,0.825,0.659,Residential Property,0,Grace Period
LOAN_06114,CUST_04301,Auto,27235.0,Car Repair,2021-06-05,531,10.04,48,691.27,2,49599.48,0.9916,1.6278,1,28,0.8132,0.6699,New Vehicle,1,Default
LOAN_06115,CUST_06601,Consumer,3118.72,Electronics Purchase,2023-05-29,566,7.94,36,97.64,2,7663.86,0.4006,0.5332,0,2,1.0,0.1107,None,1,Default
LOAN_06116,CUST_08067,Consumer,22789.31,Subscription,2023-10-11,634,6.68,36,700.34,4,49016.07,0.5332,0.3614,0,1,1.0,0.0149,Electronics,0,Grace Period
LOAN_06117,CUST_04793,Auto,9744.52,Car Repair,2025-02-13,467,11.22,48,252.89,4,21885.74,1.5,1.7398,1,9,0.8504,0.5935,Motorcycle,1,Default
LOAN_06118,CUST_04242,Personal,6945.89,Other Personal,2024-11-18,516,9.44,12,608.85,1,14866.97,1.2335,1.1727,2,13,0.7225,0.7079,Savings Account,1,Default
LOAN_06119,CUST_04551,Personal,747.89,Education Fees,2025-04-25,540,9.53,36,23.97,3,916.19,0.863,0.7479,0,25,0.8871,0.591,None,0,Late (16-30 days)
LOAN_06120,CUST_04567,Personal,27587.35,Debt Consolidation,2017-03-25,598,8.62,48,681.55,1,42007.83,0.2905,0.9798,2,39,0.727,0.3568,Jewelry,1,Late (31-90 days)
LOAN_06121,CUST_06891,Personal,4049.96,Other Personal,2023-02-22,503,9.84,12,355.75,1,9981.1,0.8487,0.8051,2,31,0.7489,0.5697,None,0,Late (31-90 days)
LOAN_06122,CUST_03408,Mortgage,187395.76,Land Purchase,2024-04-21,551,9.09,240,1696.91,3,464125.63,1.5,5.5666,0,8,0.9784,0.1316,Land,0,Grace Period
LOAN_06123,CUST_04601,Auto,4624.35,Car Repair,2025-03-20,549,8.66,60,95.23,5,8882.82,1.0247,0.8293,0,4,1.0,1.0,Used Vehicle,0,Grace Period
LOAN_06124,CUST_09462,Consumer,9340.64,Subscription,2025-02-04,609,8.39,6,1595.09,1,9655.61,0.3993,0.1949,1,16,0.8856,0.6654,Electronics,1,Default
LOAN_06125,CUST_08714,Mortgage,158924.95,Investment Property,2023-05-24,590,8.95,300,1328.26,3,326255.25,0.8062,2.6794,0,1,0.97,0.3038,Residential Property,0,Grace Period
LOAN_06126,CUST_00553,Personal,4056.86,Home Improvement,2024-03-23,544,8.86,48,100.69,1,5642.66,0.1894,0.636,0,10,1.0,0.4593,Fixed Deposit,0,Grace Period
LOAN_06127,CUST_01220,Auto,38775.69,Motorcycle,2025-04-26,610,7.43,24,1743.66,2,61102.64,1.5,1.8297,0,4,0.9458,0.3074,Used Vehicle,1,Default
LOAN_06128,CUST_04684,Consumer,28464.4,Retail Financing,2019-11-21,638,6.51,12,2456.51,2,62395.96,1.3337,0.6439,0,0,1.0,0.2138,None,0,Fully Paid
LOAN_06129,CUST_00923,Personal,25899.21,Legal Fees,2024-03-27,678,5.44,24,1141.34,1,29403.32,0.1871,0.3537,0,0,0.9854,0.4652,Savings Account,0,Current
LOAN_06130,CUST_09658,Consumer,24720.06,Electronics Purchase,2024-12-12,617,7.26,24,1109.7,4,42870.86,0.8482,0.3936,0,10,0.9907,0.6577,Furniture,0,Grace Period
LOAN_06131,CUST_06568,Auto,12698.29,New Car Purchase,2023-04-12,510,9.24,72,230.41,2,26504.84,0.4085,0.9381,1,27,0.8643,0.5215,New Vehicle,1,Default
LOAN_06132,CUST_03291,Personal,10710.27,Other Personal,2024-05-20,524,9.77,48,270.46,1,25634.43,0.3279,1.082,2,37,0.6553,0.5964,None,0,Late (31-90 days)
LOAN_06133,CUST_08255,Auto,1551.0,Car Repair,2024-10-25,462,10.74,60,33.52,3,2615.66,1.2068,1.551,0,8,0.9752,0.7592,Motorcycle,0,Grace Period
LOAN_06134,CUST_01461,Consumer,10853.66,Travel Package,2025-04-04,559,9.35,6,1858.59,3,13414.93,1.5,0.7919,1,28,0.8057,0.372,Electronics,0,Late (16-30 days)
LOAN_06135,CUST_02518,Personal,19998.21,Other Personal,2024-05-28,571,8.75,12,1746.56,1,23034.72,0.9997,0.9539,1,30,0.8224,0.0793,Fixed Deposit,0,Late (16-30 days)
LOAN_06136,CUST_07772,Mortgage,11119.57,Land Purchase,2025-05-31,560,8.21,240,94.47,4,27293.41,0.9872,2.4207,0,3,0.9835,0.1563,Residential Property,0,Grace Period
LOAN_06137,CUST_08350,Personal,3254.11,Debt Consolidation,2024-03-03,593,7.93,48,79.34,4,7563.94,1.5,1.4941,0,1,1.0,0.1465,Savings Account,0,Grace Period
LOAN_06138,CUST_01440,Personal,11010.39,Debt Consolidation,2024-10-26,616,6.69,60,216.41,1,14947.28,0.2008,0.8514,0,0,1.0,0.6873,None,0,Current
LOAN_06139,CUST_01707,Personal,18230.45,Vacation,2024-10-23,566,7.77,24,822.6,1,43599.94,0.3944,0.7283,0,4,1.0,0.1915,Savings Account,1,Default
LOAN_06140,CUST_04625,Mortgage,269692.63,Second Home,2025-05-17,594,8.07,300,2094.05,1,477107.49,0.6241,6.6986,0,2,0.9864,0.0567,Residential Property,1,Default
LOAN_06141,CUST_04193,Mortgage,218112.26,Second Home,2024-06-18,615,7.57,300,1621.77,2,514186.94,0.83,4.6509,0,2,0.9674,0.2175,Land,0,Grace Period
LOAN_06142,CUST_06445,Auto,5499.76,Motorcycle,2024-02-19,567,7.96,72,96.32,3,8493.54,0.5839,0.9262,0,1,0.962,0.1808,Motorcycle,0,Grace Period
LOAN_06143,CUST_01357,Personal,5557.1,Emergency Fund,2023-11-08,566,8.82,24,253.42,4,12530.45,1.5,0.9305,0,17,0.9486,0.2991,Jewelry,1,Default
LOAN_06144,CUST_09034,Auto,23396.92,Used Car Purchase,2024-05-10,552,8.37,72,414.46,2,28831.61,0.4296,1.0105,0,5,0.9798,0.4137,Used Vehicle,0,Grace Period
LOAN_06145,CUST_09955,Mortgage,222320.89,Primary Residence,2013-03-21,612,7.91,360,1617.38,1,443745.69,0.5305,6.0767,0,0,0.9658,0.2411,Residential Property,0,Current
LOAN_06146,CUST_04574,Personal,12415.01,Home Improvement,2016-09-10,689,6.01,24,550.3,3,15964.07,0.3718,0.233,0,0,0.9502,0.0709,Fixed Deposit,0,Current
LOAN_06147,CUST_02365,Consumer,11021.46,Electronics Purchase,2025-01-16,546,8.33,12,960.42,2,27431.28,0.6344,0.3033,2,63,0.6391,0.3874,Electronics,1,Late (31-90 days)
LOAN_06148,CUST_07343,Personal,120525.32,Debt Consolidation,2024-04-20,628,7.73,24,5436.2,2,237755.86,1.4534,1.3426,0,4,1.0,0.4353,Jewelry,1,Default
LOAN_06149,CUST_04833,Consumer,10318.89,Appliances,2021-12-22,588,8.49,36,325.69,2,19293.32,0.4512,0.5956,0,20,0.9893,0.3048,None,0,Late (16-30 days)
LOAN_06150,CUST_08204,Auto,28391.22,Used Car Purchase,2025-01-08,563,7.97,36,889.28,2,41204.08,0.5686,0.7564,0,8,0.9832,0.2448,Motorcycle,0,Grace Period
LOAN_06151,CUST_00239,Personal,2797.6,Vacation,2025-05-31,488,10.48,48,71.6,1,3423.14,0.3989,1.2988,1,17,0.8526,0.6645,None,0,Late (16-30 days)
LOAN_06152,CUST_01914,Personal,12888.76,Medical Expenses,2023-06-13,595,7.14,36,398.79,1,15715.39,0.1963,0.5286,0,0,1.0,0.1443,Jewelry,0,Fully Paid
LOAN_06153,CUST_06054,Mortgage,186823.2,Investment Property,2025-04-19,674,5.6,300,1158.44,2,219474.77,0.5259,3.5341,0,1,0.9927,0.5952,Residential Property,0,Grace Period
LOAN_06154,CUST_03893,Mortgage,382131.58,Home Construction,2022-10-27,637,7.91,360,2780.01,5,757897.27,1.5,7.3398,0,0,0.9791,0.1907,Residential Property,1,Default
LOAN_06155,CUST_08812,Consumer,3122.12,Retail Financing,2023-04-15,536,9.64,36,100.22,2,6824.99,0.1965,0.2551,1,15,0.8526,0.7049,Electronics,0,Grace Period
LOAN_06156,CUST_01547,Personal,3528.21,Relocation,2025-02-06,467,11.52,36,116.38,3,8309.48,1.5,1.2825,3,54,0.5933,0.764,Jewelry,0,Late (31-90 days)
LOAN_06157,CUST_01733,Mortgage,109669.97,Investment Property,2025-01-09,588,8.35,180,1070.34,3,176634.46,1.5,4.6594,1,8,0.8686,0.4672,Residential Property,0,Grace Period
LOAN_06158,CUST_01506,Auto,12410.05,Car Refinance,2016-06-19,528,9.77,24,571.34,1,22410.31,0.6882,1.2457,0,2,1.0,0.7132,New Vehicle,0,Grace Period
LOAN_06159,CUST_09808,Consumer,735.67,Retail Financing,2020-12-02,552,8.94,12,64.31,2,1366.85,0.4633,0.2208,0,0,0.9619,0.0354,None,0,Fully Paid
LOAN_06160,CUST_07195,Consumer,17482.39,Retail Financing,2023-12-13,622,7.92,18,1033.28,1,21483.2,0.2996,0.4224,0,0,0.9739,0.3173,Electronics,0,Current
LOAN_06161,CUST_02340,Auto,14074.03,Commercial Vehicle,2020-10-18,567,9.15,48,351.24,2,22828.66,0.7082,1.1823,1,34,0.7959,0.3539,Used Vehicle,1,Late (31-90 days)
LOAN_06162,CUST_03765,Mortgage,18940.44,Primary Residence,2021-11-10,569,9.4,300,164.17,2,26951.14,0.8011,3.8509,0,26,0.9542,0.2878,Land,0,Late (16-30 days)
LOAN_06163,CUST_04616,Personal,64648.63,Vacation,2023-07-15,618,8.33,24,2933.62,4,136443.55,1.5,1.0216,1,18,0.8786,0.42,Fixed Deposit,1,Default
LOAN_06164,CUST_00923,Auto,83900.85,Car Refinance,2025-03-01,670,5.34,24,3693.64,1,147559.27,0.6054,1.1459,0,2,1.0,0.368,Motorcycle,1,Default
LOAN_06165,CUST_09568,Mortgage,36414.01,Refinance,2023-09-22,579,7.88,300,278.16,5,49673.12,1.5,6.823,0,8,1.0,0.3532,Commercial Property,0,Grace Period
LOAN_06166,CUST_00693,Mortgage,95536.77,Land Purchase,2024-12-09,565,8.72,180,953.15,4,150198.27,1.5,7.2887,0,0,1.0,0.5267,Commercial Property,0,Current
LOAN_06167,CUST_05351,Consumer,1120.37,Travel Package,2025-05-08,511,9.7,36,35.99,2,1360.68,0.597,0.7744,0,7,1.0,0.4278,None,0,Grace Period
LOAN_06168,CUST_06017,Mortgage,252688.46,Investment Property,2024-10-10,575,8.72,360,1982.49,1,497044.77,0.7299,7.7524,0,3,0.9639,0.4033,Commercial Property,0,Grace Period
LOAN_06169,CUST_02991,Mortgage,169285.9,Refinance,2025-02-11,615,8.03,300,1309.94,1,195254.44,0.6209,6.6869,0,0,0.9512,0.3505,Land,0,Current
LOAN_06170,CUST_00284,Auto,51644.79,Car Repair,2022-09-18,687,6.58,72,870.11,4,126143.55,0.7336,0.9072,0,0,0.9979,0.4297,New Vehicle,0,Current
LOAN_06171,CUST_05478,Mortgage,266808.72,Second Home,2024-03-16,547,8.52,300,2152.01,1,424532.77,0.7154,7.3913,1,35,0.851,0.4062,Land,1,Late (31-90 days)
LOAN_06172,CUST_01244,Auto,36741.66,Commercial Vehicle,2024-04-28,573,8.43,60,752.57,1,86113.76,0.23,0.9359,0,23,0.9563,0.202,Used Vehicle,0,Late (16-30 days)
LOAN_06173,CUST_08127,Mortgage,64759.86,Refinance,2024-08-19,573,8.74,240,571.88,5,148838.18,1.5,4.074,1,72,0.7392,0.2495,Land,0,Late (31-90 days)
LOAN_06174,CUST_04848,Personal,19035.23,Emergency Fund,2024-12-09,649,7.62,60,382.51,1,37560.92,0.2629,1.0904,0,3,0.9925,0.457,Savings Account,0,Grace Period
LOAN_06175,CUST_05241,Auto,51229.42,Commercial Vehicle,2024-03-31,601,7.17,48,1230.8,4,64170.59,0.9182,0.7962,0,7,1.0,0.4117,New Vehicle,1,Default
LOAN_06176,CUST_02409,Consumer,686.87,Retail Financing,2024-07-15,493,9.5,18,41.09,1,1206.79,0.4354,0.6065,0,2,0.9855,0.6261,Electronics,1,Default
LOAN_06177,CUST_01855,Auto,11278.97,Car Refinance,2022-09-21,498,10.87,36,368.57,2,18513.98,0.8745,1.1151,1,21,0.8869,0.6536,Used Vehicle,0,Late (16-30 days)
LOAN_06178,CUST_08346,Auto,9277.17,Commercial Vehicle,2025-03-25,496,10.83,24,431.66,2,9378.97,1.5,1.3754,3,15,0.6894,0.577,New Vehicle,1,Default
LOAN_06179,CUST_00865,Personal,4295.14,Debt Consolidation,2025-01-06,567,8.38,60,87.87,1,10109.41,0.0499,0.2032,2,36,0.6694,0.1419,None,0,Late (31-90 days)
LOAN_06180,CUST_02994,Personal,6834.97,Emergency Fund,2023-10-08,491,10.35,24,316.5,2,14280.83,0.6878,0.6189,0,40,0.8406,0.5058,Savings Account,0,Late (31-90 days)
LOAN_06181,CUST_07229,Auto,37131.98,Car Refinance,2022-07-19,632,6.21,24,1649.23,5,42715.59,1.5,1.1583,0,0,0.9975,0.0594,Used Vehicle,0,Current
LOAN_06182,CUST_03595,Mortgage,291038.21,Land Purchase,2019-12-21,594,8.41,300,2325.89,3,471966.93,1.5,7.717,1,14,0.8382,0.6062,Residential Property,1,Default
LOAN_06183,CUST_09315,Mortgage,4221.95,Second Home,2025-04-14,514,10.29,300,39.23,1,7129.88,0.4708,4.222,0,8,0.9521,0.593,Commercial Property,0,Grace Period
LOAN_06184,CUST_04696,Mortgage,217932.66,Second Home,2024-12-07,660,6.96,300,1534.75,3,386560.28,1.0887,4.2942,0,2,1.0,0.3288,Commercial Property,0,Grace Period
LOAN_06185,CUST_04516,Personal,46191.91,Emergency Fund,2019-12-04,650,7.32,24,2074.84,1,71958.52,0.4222,0.7833,0,1,1.0,0.1291,Fixed Deposit,1,Default
LOAN_06186,CUST_07448,Consumer,500.0,Subscription,2021-05-20,523,9.43,18,29.9,1,531.01,0.3588,0.5,1,18,0.8541,0.5552,Furniture,1,Default
LOAN_06187,CUST_09695,Auto,40749.02,Commercial Vehicle,2024-05-16,566,7.78,48,990.6,1,66575.38,0.4032,1.3823,1,18,0.8082,0.1407,Motorcycle,0,Late (16-30 days)
LOAN_06188,CUST_02675,Consumer,923.77,Retail Financing,2024-01-04,488,11.22,24,43.15,2,1529.86,0.3025,0.2698,2,23,0.7305,0.5381,Electronics,0,Late (16-30 days)
LOAN_06189,CUST_07881,Auto,19294.02,Car Refinance,2025-03-06,642,6.52,24,859.65,1,27191.94,0.5843,1.0929,1,14,0.8713,0.4678,Motorcycle,0,Grace Period
LOAN_06190,CUST_07550,Personal,50020.0,Emergency Fund,2025-04-22,548,8.24,48,1226.78,2,76851.06,0.8702,1.4784,1,18,0.8429,0.5541,Jewelry,0,Late (16-30 days)
LOAN_06191,CUST_03782,Personal,3174.13,Home Improvement,2022-11-22,581,8.83,60,65.63,1,7065.53,0.3504,1.4124,1,19,0.8872,0.1395,None,0,Late (16-30 days)
LOAN_06192,CUST_05981,Personal,57982.52,Vacation,2025-01-21,640,6.17,12,4994.88,1,68537.24,0.973,0.9413,0,2,0.9594,0.4286,None,1,Default
LOAN_06193,CUST_03098,Auto,68179.12,Car Refinance,2024-05-11,619,7.2,36,2111.41,2,153024.65,1.2438,1.6735,0,9,1.0,0.4718,Motorcycle,0,Grace Period
LOAN_06194,CUST_08030,Consumer,5570.45,Travel Package,2024-12-31,587,8.8,6,952.38,4,11963.88,1.5,0.1902,0,5,0.9938,0.2185,Furniture,1,Default
LOAN_06195,CUST_01772,Mortgage,29205.06,Primary Residence,2024-04-11,528,8.87,300,242.49,2,67577.9,0.8522,4.2768,1,29,0.832,0.5288,Land,1,Default
LOAN_06196,CUST_06257,Mortgage,229976.77,Home Construction,2023-07-25,625,7.96,300,1768.91,2,428896.11,1.3151,7.1238,1,24,0.8296,0.1278,Residential Property,0,Late (16-30 days)
LOAN_06197,CUST_03628,Personal,38092.52,Medical Expenses,2025-03-08,538,9.76,24,1753.56,1,54934.76,0.8106,1.4673,0,0,0.9955,0.7338,Jewelry,0,Current
LOAN_06198,CUST_07586,Personal,54305.66,Relocation,2023-09-06,671,6.18,36,1656.52,2,108670.18,0.6646,0.9078,0,0,1.0,0.1108,Savings Account,0,Current
LOAN_06199,CUST_02544,Consumer,25011.45,Travel Package,2025-02-27,582,9.14,12,2188.91,1,36417.69,0.8118,0.773,0,6,0.9608,0.3302,Electronics,0,Grace Period
LOAN_06200,CUST_00881,Personal,19025.13,Medical Expenses,2023-10-21,572,9.5,60,399.56,1,35709.98,0.1723,0.6836,0,5,0.9848,0.3013,Jewelry,0,Grace Period
LOAN_06201,CUST_00681,Personal,55300.55,Emergency Fund,2025-03-12,613,7.56,24,2490.01,2,116423.01,1.2778,1.1824,0,1,1.0,0.3729,Jewelry,1,Default
LOAN_06202,CUST_04329,Mortgage,4294.93,Land Purchase,2025-01-22,481,10.64,360,39.74,3,10229.22,0.8451,2.5371,0,5,1.0,0.7916,Commercial Property,0,Grace Period
LOAN_06203,CUST_02273,Auto,31977.56,New Car Purchase,2025-05-21,642,7.78,48,777.37,2,75149.96,1.1655,1.9976,0,0,0.9713,0.1779,Used Vehicle,1,Default
LOAN_06204,CUST_01697,Auto,30275.49,Car Repair,2023-09-19,603,8.05,60,614.6,1,60128.55,0.303,1.2438,0,2,1.0,0.083,Motorcycle,0,Grace Period
LOAN_06205,CUST_08421,Consumer,25021.92,Appliances,2025-01-09,640,7.01,36,772.72,4,47365.57,0.6416,0.4329,0,4,0.9915,0.4474,None,1,Default
LOAN_06206,CUST_01563,Mortgage,326381.47,Refinance,2021-08-16,593,8.28,180,3172.06,4,459265.0,1.5,7.1486,0,2,1.0,0.2436,Residential Property,0,Grace Period
LOAN_06207,CUST_00927,Consumer,8134.85,Electronics Purchase,2015-02-15,598,7.46,36,252.9,1,12488.32,0.2746,0.7361,0,9,1.0,0.4367,Electronics,0,Grace Period
LOAN_06208,CUST_04055,Personal,72749.33,Other Personal,2025-03-23,603,7.8,36,2272.99,4,86452.77,1.5,1.2632,0,5,1.0,0.0509,Jewelry,1,Default
LOAN_06209,CUST_05687,Mortgage,20345.95,Primary Residence,2021-10-16,573,8.36,180,198.69,2,23427.57,0.5182,2.2111,0,1,1.0,0.3744,Residential Property,0,Grace Period
LOAN_06210,CUST_04946,Mortgage,260743.26,Second Home,2025-01-06,602,8.19,180,2520.48,4,366118.32,1.5,5.8159,0,2,1.0,0.1452,Residential Property,0,Grace Period
LOAN_06211,CUST_00599,Mortgage,29735.71,Home Construction,2025-05-25,585,7.71,120,356.24,1,54081.12,1.1188,7.7821,0,7,0.9947,0.1433,Land,0,Grace Period
LOAN_06212,CUST_09787,Personal,26078.88,Emergency Fund,2023-12-31,600,8.87,36,827.72,3,28697.22,1.4486,1.2678,0,20,0.9793,0.3226,Fixed Deposit,0,Late (16-30 days)
LOAN_06213,CUST_04407,Consumer,4695.12,Subscription,2024-09-02,547,9.05,6,803.3,1,5033.33,0.4775,0.2326,1,17,0.8997,0.4353,Electronics,1,Default
LOAN_06214,CUST_05639,Consumer,5588.54,Furniture,2024-11-18,496,11.18,12,494.39,3,7686.23,1.5,0.584,0,0,0.9832,0.6619,Furniture,0,Fully Paid
LOAN_06215,CUST_09878,Personal,18415.36,Wedding,2022-03-14,650,6.21,24,817.92,3,21946.9,1.1315,0.7076,1,28,0.8666,0.2241,Jewelry,1,Default
LOAN_06216,CUST_06969,Auto,83463.52,Motorcycle,2025-04-11,561,9.39,48,2092.48,4,124766.64,1.5,1.9615,0,14,0.9822,0.3393,Motorcycle,1,Default
LOAN_06217,CUST_00534,Auto,23534.32,Used Car Purchase,2024-02-21,554,9.74,48,593.96,2,43762.25,0.8787,1.4506,0,15,0.9597,0.8405,Used Vehicle,0,Grace Period
LOAN_06218,CUST_00760,Personal,10985.69,Vacation,2023-06-06,578,9.2,24,502.89,3,13832.89,0.7178,0.4355,2,67,0.5968,0.4315,Jewelry,1,Late (31-90 days)
LOAN_06219,CUST_03337,Mortgage,103448.41,Investment Property,2024-12-06,601,8.18,240,876.91,1,199564.42,0.6149,6.0445,1,22,0.8176,0.1886,Commercial Property,0,Late (16-30 days)
LOAN_06220,CUST_04388,Mortgage,123800.71,Investment Property,2023-12-12,587,8.82,180,1242.45,3,237054.45,1.5,6.4401,2,26,0.712,0.2368,Commercial Property,0,Late (16-30 days)
LOAN_06221,CUST_04231,Auto,15156.47,New Car Purchase,2018-06-27,498,9.7,24,697.3,1,22310.32,0.8117,1.4703,0,3,0.969,0.3957,Motorcycle,1,Default
LOAN_06222,CUST_00215,Personal,4292.52,Home Improvement,2024-11-02,521,9.85,24,197.78,1,7291.54,0.2374,0.4294,1,20,0.8075,0.6805,Jewelry,1,Default
LOAN_06223,CUST_05111,Personal,46943.87,Home Improvement,2020-04-06,655,7.14,12,4064.93,2,51940.96,1.5,1.0613,0,2,0.9618,0.0256,Jewelry,0,Grace Period
LOAN_06224,CUST_01253,Personal,24910.71,Relocation,2021-12-02,587,7.64,12,2162.8,2,53119.99,1.5,1.4467,0,5,0.9386,0.0651,Savings Account,0,Grace Period
LOAN_06225,CUST_05396,Personal,36516.29,Relocation,2023-06-07,558,8.66,48,902.83,1,82606.3,0.3696,1.2459,1,33,0.7887,0.2575,None,0,Late (31-90 days)
LOAN_06226,CUST_06606,Personal,5998.65,Medical Expenses,2025-03-27,625,8.15,60,122.06,1,8970.24,0.0629,0.2577,0,6,1.0,0.5764,Jewelry,0,Grace Period
LOAN_06227,CUST_00500,Mortgage,6520.47,Refinance,2025-05-31,510,9.12,180,66.6,3,6979.57,0.8781,2.3881,0,3,0.9536,0.5512,Land,0,Grace Period
LOAN_06228,CUST_06768,Auto,69879.33,Commercial Vehicle,2023-04-03,690,6.08,48,1643.68,2,92154.98,0.469,0.8308,0,0,1.0,0.3449,Used Vehicle,0,Current
LOAN_06229,CUST_05792,Auto,5463.36,Car Repair,2024-09-18,584,7.74,48,132.71,1,10843.2,0.2044,0.7012,0,3,0.9719,0.0489,Motorcycle,0,Grace Period
LOAN_06230,CUST_01021,Personal,112316.63,Relocation,2023-12-15,656,5.59,12,9645.54,2,211096.63,1.5,1.3951,1,26,0.8417,0.5265,None,1,Default
LOAN_06231,CUST_00473,Personal,13218.66,Wedding,2021-02-22,622,8.18,60,269.17,2,20799.78,0.1427,0.292,0,6,1.0,0.1448,Fixed Deposit,0,Grace Period
LOAN_06232,CUST_06384,Auto,22672.78,Car Repair,2022-04-03,614,8.08,48,554.36,3,37142.02,0.9858,1.1199,0,3,0.9844,0.417,Motorcycle,1,Default
LOAN_06233,CUST_04666,Mortgage,3957.04,Land Purchase,2024-10-28,462,11.44,180,46.07,1,6540.37,0.4612,3.301,1,18,0.8382,0.6039,Residential Property,1,Default
LOAN_06234,CUST_04532,Auto,14198.51,Car Refinance,2023-03-09,562,9.03,24,648.85,4,33785.48,1.5,1.9577,0,0,1.0,0.2753,Motorcycle,1,Default
LOAN_06235,CUST_06362,Personal,1381.93,Wedding,2024-01-28,462,12.06,12,122.82,4,1411.23,1.3467,0.3157,0,16,0.9976,0.5922,Savings Account,1,Default
LOAN_06236,CUST_02202,Auto,55881.52,Used Car Purchase,2018-05-23,639,6.29,36,1707.38,1,111878.53,0.3854,1.051,0,0,0.9874,0.2406,Used Vehicle,0,Current
LOAN_06237,CUST_02388,Auto,43621.74,Car Repair,2025-04-02,650,6.2,72,727.06,2,107154.07,0.4423,1.1056,0,0,1.0,0.2009,Used Vehicle,0,Current
LOAN_06238,CUST_03772,Personal,23870.82,Education Fees,2025-02-08,618,8.2,60,486.3,1,53487.72,0.326,1.3336,0,5,0.9495,0.056,Savings Account,0,Grace Period
LOAN_06239,CUST_01190,Personal,19424.68,Emergency Fund,2022-04-12,593,7.6,36,605.12,1,25128.32,0.1386,0.3707,0,1,0.9477,0.1876,Fixed Deposit,0,Grace Period
LOAN_06240,CUST_03643,Mortgage,360704.02,Second Home,2025-03-09,628,6.23,240,2632.28,5,475322.31,1.5,6.7254,1,12,0.8826,0.5823,Residential Property,0,Grace Period
LOAN_06241,CUST_07340,Personal,34482.5,Debt Consolidation,2025-05-21,663,7.04,12,2984.29,1,47120.32,0.5868,0.565,0,0,1.0,0.6066,None,0,Current
LOAN_06242,CUST_02153,Personal,2691.48,Emergency Fund,2021-02-04,497,10.66,24,125.02,3,3772.49,0.9867,0.5901,1,14,0.8494,0.6201,Savings Account,1,Default
LOAN_06243,CUST_06647,Personal,19478.24,Wedding,2025-05-07,615,7.59,48,471.78,1,34326.76,0.2387,0.8213,0,1,0.9916,0.2691,Jewelry,0,Grace Period
